SKU,brands,name,description,taste_notes,taste_notes_category,price_200g,image_url,varietal,altitude,processing method,roast level,roasted for,origin,blend,link
507,Cloud Catcher Roastery,Kenya Thageini Karibu - Supernatural,"SALE PRICE RM89.00 An experimental Supernatural from Kenya by Robert Nduiro, using SL28/SL34 at 1650–1800m. Bold notes of blueberry, cherry, plum, dark chocolate, and black forest cake. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Blueberry, Cherry, Plum, Dark Chocolate, Blackforest Cake, Mango ORIGIN TALES Producer Robert Nduiro Origin Kenya Varietal SL28/ SL34 Process Supernatural Altitude 1650m -1800m ABOUT THAGEINI Green coffee beans grown a…","Blueberry, Cherry, Plum, Dark Chocolate,","Fruity, Nutty/Cocoa",RM 89,https://shop.cloudcatcher.asia/cdn/shop/files/Thageini-Karibu-2025.png?v=1745205461&width=1024,SL28/ SL34,1650m -1800m,Supernatural,Unknown,Both,Kenya,No,https://shop.cloudcatcher.asia/products/kenya-thageini-karibu-supernatural
508,The Roast Things,COLOMBIA POPAYAN DECAF,"Product Details region / Popayan, Cauca processing / The caffeine is extracted using sugar cane and water which enhances sweetness while maintaining coffee attributes. altitude / 1500 - 2070 masl. varietal / Colombia, Castillo, Caturra source / Cofinet package weight / 200g suitable for both espresso and filter coffee ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press ROAST DATE 25/06/2026 QUANTITY RM68.00 — ADD TO CART PRICE: RM68.00 Share","Sugarcane, Monk fruit, Prune",Fruity,RM 68,https://theroastthings.com/cdn/shop/files/TRT26_filter_ColombiaPopayan_0518.jpg?v=1779172866&width=1024,"Colombia, Castillo, Caturra source / Cofinet package weight / 200g suitable for both espresso and filter coffee",1500 - 2070 masl.,The caffeine is extracted using sugar cane and water which enhances sweetness while maintaining coffee attributes.,Unknown,Filter,Colombia,No,https://theroastthings.com/products/colombia-popayan-decaf
509,VCR,Honduras Caballero Las Lomas #2,"Lemon-driven acidity with notes of apricot and passionfruit, complemented by a subtle cacao nib finish for depth and structure.","Lemon, Apricot, Passionfruit, Cacao Nibs","Fruity, Nutty/Cocoa",RM 80,https://down-my.img.susercontent.com/file/my-11134207-820l6-mmjtrel74zk4bd.webp,Catuai,"1,600 masl",Natural,Light,Filter,Honduras,No,https://shopee.com.my/VCR-Single-Origin-Arabica-Coffee-(Filter-Roast)-Honduras-Caballero-Las-Lomas-2-(Coffee-Bean-Ground-Coffee)-(200g)-i.254595420.55608102332
510,Drunk Coffee Roasters,EL Diviso Ombligon,For Advanced Coffee Lovers Juicy apple sweetness layered with purple grape richness and roselle-like acidity.,"Apple Juice, Purple Grape, Roselle","Fruity, Floral",RM 108,https://images.ctfassets.net/vfhhplr8rv8r/3RTtyGuOXlWJqk6ofAPkCf/92f7272a2209d2729c74e2c281b0f81e/el-diviso-ombligon.png?w=1800&h=1800&fit=pad&fm=webp&q=86,Ombligon,,Thermal Shock Yeast Anaerobic Natural,Unknown,Filter,Colombia,No,https://drunkcoffeeroasters.com/coffee/el-diviso-ombligon
511,Sweet Blossom Coffee,AB Mwirua Getuya #006,"Rendered Sweet Blossom bag label for AB Mwirua Getuya #006; the label supplies the cup notes, origin, variety, process, brew use and pack size.","Currants, Rosehip, Brown Sugar, Strawberry Tea","Fruity, Green/Vegetative, Sweet",RM 80,"https://static.wixstatic.com/media/08b81c_7ca67640562d483cba784ed4b3df1875~mv2.png/v1/fill/w_916,h_878,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/08b81c_7ca67640562d483cba784ed4b3df1875~mv2.png","SL28, SL34, Batian, Ruiru 11",,Washed,Unknown,Both,Kenya,No,https://www.sweetblossomcoffee.com/products/mwirua-getuya
512,Drunk Coffee Roasters,Bensa Arsi G1,For Curious Drinkers Delicate floral aromatics layered with bright citrus acidity and sweet red berry notes.,"White Floral, Citrus, Red Berry","Fruity, Floral",RM 49,https://images.ctfassets.net/vfhhplr8rv8r/1Q4360zuipLur4OHwMndo1/a8c4b2cbb2f46727c04a2af42829f6fa/bensa-arsi-g1.png?w=1800&h=1800&fit=pad&fm=webp&q=86,Heirloom,,washed,Unknown,Filter,Ethiopia,No,https://drunkcoffeeroasters.com/coffee/bensa-arsi-g1
513,Sweet Blossom Coffee,Colectivo Cedrobamba,"Rendered Sweet Blossom bag label for Colectivo Cedrobamba; the label supplies the cup notes, origin, variety, process, brew use and pack size.","Purple Grapes, Caramel, Chocolate Mousse, Hazelnut","Nutty/Cocoa, Sweet",RM 75,"https://static.wixstatic.com/media/08b81c_7a9361576d604844b9f060cfe6ac844d~mv2.png/v1/fill/w_916,h_878,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/08b81c_7a9361576d604844b9f060cfe6ac844d~mv2.png","Typica, Bourbon, Caturra",,Washed,Unknown,Both,Peru,No,https://www.sweetblossomcoffee.com/products/colectivo
514,Bad Artist Coffee Co,Colombia - Luz Helena Gesha Washed,"Country: ColombiaRegion: Armenia, QuindioProducer: Luz HelenaProcessing: WashedAltitude: 1,450–1,500mVarietals: Gesha Notes from Han: This one stood out immediately on the table. The first cup was full of character—fruity, floral, and lively. It felt expressive without being overwhelming, which made it easy to come back to. Looking deeper into the process, the controlled fermentation explains that clarity and structure. Still, what mattered most was how it showed in the cup. We kept the roast light to preserve tha…","Fruity, Floral, Syrupy finish",Floral,RM 100,https://badartistcoffee.com/cdn/shop/files/AMERICA_-_Colombia_Luz_Helena.jpg?v=1778812402&width=1920,,"1,450–1,500m",Washed,Unknown,Filter,Colombia,No,https://badartistcoffee.com/products/colombia-luz-helena-gesha-washed
515,Cloud Catcher Roastery,Colombia Community Norte Huila Tatacoa - Washed,"Grown at 1,900–2,000 metres and washed to emphasize a clean, refined cup from Huila.","Black Tea, Floral, Green Apple","Fruity, Green/Vegetative, Floral",RM 64,https://shop.cloudcatcher.asia/cdn/shop/files/CommunityNorteWEB.png?v=1758531685&width=2501,"Castillo, Caturra, Colombia",1900m - 2000m,Washed,Unknown,Filter,Colombia,No,https://shop.cloudcatcher.asia/products/colombia-colombia-community-norte-huila-tatacoa-washed
516,The Roast Things,COLOMBIA EDUAR MORIONES,"Product Details region / El Recreo, El Pital, Huila processing / washed altitude / 1920 - 2000 masl. varietal / Caturra source / Osito ROASTED IN MALAYSIA WEIGHT 300g 1kg GRIND SIZE Whole Bean Espresso / Moka Pot French Press Drip Coffee QUANTITY RM73.00 — ADD TO CART PRICE: RM73.00 Share","Almond, Baker's chocolate, Red plum","Fruity, Nutty/Cocoa",RM 49,https://theroastthings.com/cdn/shop/files/TRT26_ColombiaEduarMoriones_0529.jpg?v=1780450211&width=1024,Caturra source / Osito,1920 - 2000 masl.,washed,Unknown,Filter,Colombia,No,https://theroastthings.com/products/colombia-eduar-moriones
517,The Roast Things,COLOMBIA HUILA LA PROVIDENCIA,"Product Details region / Huila producer / Alvaro Perdomo processing / Washed altitude / 1800 masl. varietal / Typica, Caturra source / Villa Clara ROASTED IN MALAYSIA WEIGHT 300g GRIND SIZE Whole Bean Espresso / Moka Pot French Press Drip Coffee QUANTITY RM75.00 — ADD TO CART PRICE: RM75.00 Share","Blood orange, Cocoa, Almond praline","Fruity, Nutty/Cocoa",RM 50,https://theroastthings.com/cdn/shop/files/TRT26_ColombiaHuilaLP_0513.jpg?v=1779169584&width=1024,"Typica, Caturra source / Villa Clara",1800 masl.,Washed,Unknown,Filter,Colombia,No,https://theroastthings.com/products/colombia-huila-la-providencia
518,The Roast Things,COLOMBIA JUAN JIMENEZ PENA,"Product Details region / Santa Barbara, Huila producer / Juan Jiménez Peña farm / El Porvenir processing / washed altitude / 1650 - 1700 masl. varietal / Pink Bourbon source / Osito Coffee package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM83.00 — ADD TO CART PRICE: RM83.00 Share","Hibiscus, White tea, Red apple","Fruity, Green/Vegetative, Floral",RM 83,https://theroastthings.com/cdn/shop/files/TRT26_filter_ColombiaJJP_0605.jpg?v=1780712369&width=1024,Pink Bourbon source / Osito Coffee package weight / 200g,1650 - 1700 masl.,washed,Unknown,Filter,Colombia,No,https://theroastthings.com/products/colombia-juan-jimenez-pena
519,Toothless Coffee,Colombia Narino Tablon de Gomez,"Varietal: Caturra, Castillo Processing Method: Washed Altitude: 1800-2100 MASL (Meter Above Sea Level) Tasting Notes: Kumquat, Persimmon, Honey Aroma : ●● Flavour : ●●● Acidity : ●●● Bitterness : ● Body : ●● 200g/ pack *All coffee will be roasted on demand. We will call you once coffee is ready is send out or ready for collection. Colombia Nariño Tablón de Gómez, processed using the washed method, offers a refined and clean coffee experience. Here’s an overview with the washed processing method in mind: Origin and…","Kumquat, Persimmon, Honey","Fruity, Sweet",RM 60,https://i0.wp.com/toothlesscoffee.com/wp-content/uploads/2023/11/18.png?fit=1024%2C1024&ssl=1,"Caturra, Castillo",1800-2100 MASL (Meter Above Sea Level),Washed,Unknown,Both,Colombia,No,https://toothlesscoffee.com/product/colombia-narino-tablon-de-gomez/
520,Cloud Catcher Roastery,Colombia Yacuanquer Microblend - Washed,"SALE PRICE RM70.00 An exclusive microblend from Yacuanquer, Colombia. Bursting with notes of florals, peach, and juicy berries, this smallholder selection delivers refined complexity and creamy texture in every cup. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Blueberry, Purple Grapes, Blackcurrant, Peach, White Florals, Creamy ORIGIN TALES Producer Various Small Producers Origin Colombia Varietal Caturra & Castillo Process Washed Altitude 1900m…","Blueberry, Purple Grapes, Blackcurrant, Peach, White Florals, Creamy",Fruity,RM 70,https://shop.cloudcatcher.asia/cdn/shop/files/YacuanquerMicroblendWEB_3fa52876-d350-47c8-9246-0e7540c2fa38.png?v=1758533066&width=1024,Caturra & Castillo,1900m - 2000m,Washed,Unknown,Both,Colombia,No,https://shop.cloudcatcher.asia/products/colombia-yacuanquer-microblend
521,Wolf & Turtle Coffee,El Salvador Finca Lima Picaflor,,"Red Apple, Yellow Fruit",Fruity,RM 40,https://cdn.shopify.com/s/files/1/0710/0026/0919/files/el-salvador-finca-lima-picaflor-4635793.jpg?v=1777402565,,,Washed,Medium Light,Both,El Salvador,No,https://wolfandturtlecoffee.com/products/el-salvador-red-bourbon-coffee
522,Cloud Catcher Roastery,El Salvador Los Pirineos Pink Pacamara - Washed,"SALE PRICE RM75.00 Pink Pacamara represents a natural expression of the Pacamara genetic lineage. With cherries that mature to a delicate pink shade, this lot showcases the clarity and aromatic complexity that makes Los Pirineos coffees so distinctive. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Candied Orange, Red Apple, Lime, Brown Sugar ORIGIN TALES Producer Diego Baraona Origin El Salvador Varietal Pink Pacamara Process Washed Altitude 1300…","Candied Orange, Red Apple, Lime, Brown Sugar","Fruity, Sweet",RM 75,https://shop.cloudcatcher.asia/cdn/shop/files/LP-Pink-Pacamara-WEB-_Transparent.png?v=1782879138&width=1024,Pink Pacamara,1300-1600m,Washed,Unknown,Filter,El Salvador,No,https://shop.cloudcatcher.asia/products/el-salvador-los-pirineos-pink-pacamara-washed
523,Cloud Catcher Roastery,El Salvador Plan del Hoyo Anacafe - Washed,"SALE PRICE RM72.00 A vibrant and expressive Anacafe 14—juicy, sweet, and creamy with notes of rock melon, honeydew, and a tiramisu-like finish. A unique hybrid varietal that continues to impress with its consistency and clarity in the cup. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Rock Melon, Honeydew, Tiramisu finish ORIGIN TALES Producer Francisco & Susanna de Sola Origin El Salvador Varietal Anacafe 14 Process Washed Altitude 1760m ABOUT P…","Rock Melon, Honeydew, Tiramisu finish",Fruity,RM 72,https://shop.cloudcatcher.asia/cdn/shop/files/Plan-Del-Hoyo-Anacafe-14-WEB-_Transparent.png?v=1776155424&width=1024,Anacafe 14,1760m,Washed,Unknown,Both,El Salvador,No,https://shop.cloudcatcher.asia/products/el-salvador-plan-del-hoyo-anacafe-washed
524,Bad Artist Coffee Co,Ethiopia - Yirgacheffe Lalesa Washed,"Country: EthiopiaRegion: YirgacheffeProducer: LalesaProcessing: WashedAltitude: 1800-2200mVarietals: Heirloom Notes from Samo: This is the kind of Ethiopia that reminds us why we fell in love with Yirgacheffe in the first place. Washed, clean, and incredibly expressive. Nothing feels overworked—the coffee just speaks for itself. The first thing that hit us was the floral aroma, followed by bright citrus and a light, tea-like body. Clear, structured, and easy to keep drinking.","Floral aroma, Bright citrus, Tea-like body","Fruity, Green/Vegetative, Floral",RM 60,https://badartistcoffee.com/cdn/shop/files/AFRICA_-_Ethiopia_Lalesa_Washed.jpg?v=1784743560&width=1920,,1800-2200m,Washed,Unknown,Filter,Ethiopia,No,https://badartistcoffee.com/products/ethiopia-yirgacheffe-lalesa-washed
525,Thunder Bean,Ethiopia Daye Bensa Arsi,,"Floral, Berries, Orange","Floral, Fruity",RM 45,https://cdn.shopify.com/s/files/1/0715/7612/5665/files/EthiopiaDayeBensa.png?v=1772777443,,,Washed,Medium Light,Both,Ethiopia,No,https://www.thunderbean.life/products/ethiopia-daye-bensa
526,The Roast Things,ETHIOPIA GESHA VILLAGE SHEWA-JIBABU,"Product Details region / West Omo Zone block / Shewa-Jibabu estate / Gesha Village Coffee Estate processing / Washed altitude / 1,973–2,069 masl. varietal / Gori Gesha source / Ecofarm package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press ROAST DATE 14/07/2026 QUANTITY RM106.00 — ADD TO CART PRICE: RM106.00 Share","White florals, Apricot, Honey","Fruity, Sweet",RM 106,https://theroastthings.com/cdn/shop/files/TRT26_filter_EthiopiaGVShewaJibabu_0722.jpg?v=1784809721&width=1024,Gori Gesha source / Ecofarm package weight / 200g,"1,973–2,069 masl.",Washed,Unknown,Filter,Ethiopia,No,https://theroastthings.com/products/ethiopia-gesha-village-shewa-jibabu
527,The Roast Things,ETHIOPIA KELLOO SIKO #5,Product Details region / Uraga washing station / Siko processing / Washed altitude / 2070 masl. varietal / Heirloom source / Nordic Approach ROASTED IN MALAYSIA WEIGHT 300g 1kg GRIND SIZE Whole Bean Espresso / Moka Pot French Press Drip Coffee ROAST DATE 30/06/2026 (300g) QUANTITY RM77.00 — ADD TO CART PRICE: RM77.00 Share,"Black tea, Blood orange, Floral","Fruity, Green/Vegetative, Floral",RM 51,https://theroastthings.com/cdn/shop/files/TRT26_EthiopiaKellooSiko_0513.jpg?v=1779169918&width=1024,Heirloom source / Nordic Approach,2070 masl.,Washed,Unknown,Filter,Ethiopia,No,https://theroastthings.com/products/ethiopia-kelloo-siko-5
528,The Roast Things,ETHIOPIA KOKE SHALAYE,"Product Details region / SNNPR, Gedeo,Yirgacheffe washing station / YirgacheffeKoke - Mr. Abreham processing / Washed altitude / 1972 masl varietal / Local Landraces & JARC 74 selections source / Mercanta ROASTED IN MALAYSIA WEIGHT 1kg 300g GRIND SIZE Whole Bean Espresso / Moka Pot French Press Drip Coffee QUANTITY RM218.00 — ADD TO CART PRICE: RM218.00 Share","Blueberry, Grapefruit, Ginger flower","Fruity, Spices, Floral",RM 145,https://theroastthings.com/cdn/shop/files/TRT26_EthiopiaKokeShalaye_0415.jpg?v=1776342384&width=1024,Local Landraces & JARC 74 selections source / Mercanta,1972 masl,Washed,Unknown,Filter,Ethiopia,No,https://theroastthings.com/products/ethiopia-koke-shalaye
529,Wolf & Turtle Coffee,Ethiopia Limu Badeyi,,"Balanced, Peach Tea, Lime Flower",Floral,RM 44,https://cdn.shopify.com/s/files/1/0710/0026/0919/files/ethiopia-limu-badeyi-6452149.jpg?v=1777402566,,1400 Masl,Washed,Medium Light,Both,Ethiopia,No,https://wolfandturtlecoffee.com/products/ethiopia-limu-badeyi
530,The Roast Things,ETHIOPIA MENSUR ABAHIKA,"Product Details region / Kota Kebele, Goma District, Jimma Zone producer / Mensur Abahika processing / Washed altitude / 1950 - 2000masl. varietal / JARC 74110 source / Osito Coffee package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM72.00 — ADD TO CART PRICE: RM72.00 Share","Black tea, Blood orange, Dark sugar","Fruity, Green/Vegetative, Sweet",RM 72,https://theroastthings.com/cdn/shop/files/TRT26_filter_EthiopiaMensurAbahika_0528.jpg?v=1780448663&width=1024,JARC 74110 source / Osito Coffee package weight / 200g,1950 - 2000masl.,Washed,Unknown,Filter,Ethiopia,No,https://theroastthings.com/products/ethiopia-mensur-abahika-1
531,The Roast Things,HONDURAS ANIBAL BACA,Product Details region / Santa Barbara farmer / Anibal Baca farm / Finca La Fortaleza processing / Washed altitude / 1650 masl varietal / Pacas source / Direct Farm package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM68.00 — ADD TO CART PRICE: RM68.00 Share,"Red apple, Red tea, Juicy","Fruity, Green/Vegetative",RM 68,https://theroastthings.com/cdn/shop/files/TRT26_filter_HondurasAnibalBaca_0424.jpg?v=1777097131&width=1024,Pacas source / Direct Farm package weight / 200g,1650 masl,Washed,Unknown,Filter,Honduras,No,https://theroastthings.com/products/honduras-anibal-baca
532,The Roast Things,HONDURAS BENJAMIN PAZ heirloom,Product Details region / Santa Barbara farmer / Benjamin Paz Muñoz farm / La Salsa processing / Washed altitude / 1650 masl varietal / Heirloom source / Direct Farm package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM80.00 — ADD TO CART PRICE: RM80.00 Share,"White florals, Honey, Lime","Fruity, Sweet",RM 80,https://theroastthings.com/cdn/shop/files/TRT26_filter_HondurasBenjaminPaz_0424.jpg?v=1777097625&width=1024,Heirloom source / Direct Farm package weight / 200g,1650 masl,Washed,Unknown,Filter,Honduras,No,https://theroastthings.com/products/honduras-benjamin-paz-heirloom
533,The Roast Things,HONDURAS DONALDO CASTILLO,Product Details region / Santa Barbara farmer / Donaldo Castillo Hernandez processing / Washed varietal / Pacas source / direct farm ROASTED IN MALAYSIA WEIGHT 1kg 300g GRIND SIZE Whole Bean Espresso / Moka Pot French Press Drip Coffee ROAST DATE 29/06/2026 (1kg only) QUANTITY RM198.00 — ADD TO CART PRICE: RM198.00 Share,"Sweet dates, Dark cocoa, Red apple","Fruity, Nutty/Cocoa, Sweet",RM 132,https://theroastthings.com/cdn/shop/files/TRT26_HondurasDC_0415.jpg?v=1776341382&width=1024,Pacas source / direct farm,,Washed,Unknown,Filter,Honduras,No,https://theroastthings.com/products/honduras-donaldo-castillo
534,Cloud Catcher Roastery,Honduras El Gravileo - Washed,"SALE PRICE RM86.00 A washed Typica from El Gravileo, Lester Marquez’s high-elevation farm known for its cool, stable climate and slow cherry maturation, resulting in refined cup quality. It features vibrant notes of pink bubblegum, orange, lime, lemongrass, lemonade, and white pear. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Pink Bubblegum, Orange, Lime, Lemongrass, Lemonade, White Pear ORIGIN TALES Producer Lester Francisco Marquez Origin Hon…","Pink Bubblegum, Orange, Lime, Lemongrass, Lemonade, White Pear",Fruity,RM 86,https://shop.cloudcatcher.asia/cdn/shop/files/El-Gravileo-WEB-_Transparent.png?v=1776844711&width=1024,Typica,1900m,Washed,Unknown,Filter,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-el-gravileo-washed
535,Cloud Catcher Roastery,Honduras El Laurel - Washed,"SALE PRICE RM95.00 The COE-winning lot showcases vibrant acidity, floral aromatics, and layered citrus and stone fruit notes, reflecting the farm’s dedication to quality and precision. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Jasmine, Peach, Lemongrass, White Grapes, Lavender ORIGIN TALES Producer Oscar Ramirez Chavez Origin Honduras Varietal Parainema Process Washed Altitude 1400m ABOUT EL LAUREL Finca El Laurel is a beautiful 12 hectares o…","Jasmine, Peach, Lemongrass, White Grapes, Lavender","Fruity, Floral",RM 95,https://shop.cloudcatcher.asia/cdn/shop/files/El-Laurel-_transparent_925c01f0-7074-44fe-98f6-57e186edab9b.png?v=1767933260&width=1024,Parainema,1400m,Washed,Unknown,Filter,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-el-laurel-washed
536,Cloud Catcher Roastery,Honduras Flor De Cafe - Washed,"SALE PRICE RM72.00 This beautiful Typica returns for a second year—loved for its delicate floral aromatics and crisp citrus acidity. Juicy, clean, and vibrant, Flor de Café is a shining example of high-grown Honduran coffee. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Orange, Apricot Jam, Jasmine, Black Tea Finish ORIGIN TALES Producer Maria Eva Lopez Aguilar Origin Honduras Varietal Typica Process Washed Altitude 1750m ABOUT FLOR DE CAFE Speci…","Orange, Apricot Jam, Jasmine, Black Tea Finish","Fruity, Green/Vegetative, Sweet, Floral",RM 72,https://shop.cloudcatcher.asia/cdn/shop/files/Flor-De-CAFE-WEB-_Transparent.png?v=1770696137&width=1024,Typica,1750m,Washed,Unknown,Both,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-flor-de-cafe-washed-1
537,Cloud Catcher Roastery,Honduras Kukurucho - Washed,"SALE PRICE RM150.00 A pristine single‑origin coffee from Kukurucho Farm, grown and curated by Rony Gámez in the mountains of La Paz, Honduras. This washed Geisha lot opens with elegant notes of lavender, perfumy purple berries, purple grapes, and pristine clarity, offering a refined and expressive cup. Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Lavender, Perfumey, Purple Berries, Purple Grapes, Pristine ORIGIN TALES Producer Rony Gamez Origin Honduras Varietal Geis…","Lavender, Perfumey, Purple Berries, Purple Grapes, Pristine","Fruity, Floral",RM 300,https://shop.cloudcatcher.asia/cdn/shop/files/Kukurucho-_Transparent-bg.png?v=1767945493&width=1024,Geisha,1650m,Washed,Unknown,Filter,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-kukurucho-washed
538,Cloud Catcher Roastery,Honduras La Falda - Washed,"SALE PRICE RM75.00 Experience the vibrant flavors of Honduras with this washed from La Falda. Juicy purple grapes, luscious stone fruits, lychee, and tropical mango come together in a clean, expressive cup that delights the senses from the first sip Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Purple Grapes, Stonefruits, Lychee, Mango ORIGIN TALES Producer Juan Montoya Origin Honduras Varietal Bourbon Process Washed Altitude 1800m ABOUT LA FALDA…","Purple Grapes, Stonefruits, Lychee, Mango",Fruity,RM 75,https://shop.cloudcatcher.asia/cdn/shop/files/La-Falda-_transparent.png?v=1767862349&width=1024,Bourbon,1800m,Washed,Unknown,Both,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-la-falda-washed
539,The Roast Things,HONDURAS LA SALSA gesha,Product Details region / Santa Barbara farm / La Salsa farmer / Benjamin Paz Muñoz processing / Washed altitude / 1650 masl. varietal / Gesha source / Direct Farm package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM95.00 — ADD TO CART PRICE: RM95.00 Share,"Melon, Earl Grey, Honey, Tangerine","Fruity, Sweet",RM 95,https://theroastthings.com/cdn/shop/files/TRT26_filter_HondurasLaSalsa_0528.jpg?v=1780299824&width=1024,Gesha source / Direct Farm package weight / 200g,1650 masl.,Washed,Unknown,Filter,Honduras,No,https://theroastthings.com/products/honduras-la-salsa-gesha-1
540,Cloud Catcher Roastery,Honduras La Salvaje Geisha │ COE #1 - Washed,"SALE PRICE RM120.00 REGULAR PRICE RM170.00 A huge congratulations to our dear friend Fabio Caballero Jr. on this stunning geisha earning the recognition it deserves—Honduras Cup of Excellence 2025 #1. La Salvaje is delicate, sweet, and expressive, with a vibrant, clean cup profile of peach, jasmine, stone fruit, mango, and a soft vanilla finish. A true reflection of the Caballero family's meticulous craft and the unique terroir of Marcala. Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROF…","Peach, Jasmine, Stonefruits, Mango, Vanilla","Fruity, Sweet, Floral",RM 240,https://shop.cloudcatcher.asia/cdn/shop/files/La-Salvaje-web-COE.png?v=1764651059&width=1024,Geisha,1750m,Washed,Unknown,Filter,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-las-salvaje-washed
541,Cloud Catcher Roastery,Honduras Las Virginias Geisha | COE #5 - Washed,"Finishing #5 in the Cup of Excellence 2025, this geisha is intensely floral and refined. Fabio Caballero now carries the torch for the renowned Caballero family farms—and this lot proves their shine hasn't dimmed. SALE PRICE RM87.00 Size: 100g Profile: Filter Decrease quantity Decrease quantity ADD TO CART DESCRIPTION SHIPPING AND RETURN POLICY THE FLAVOUR PROFILE ORIGIN Honduras PROCESS Washed ROAST LEVEL Filter VARIETAL Geisha ALTITUDE 1750m PRODUCDER Fabio Caballero Jr. TASTING NOTES JasmineCitrusPeachLychee AB…",JasmineCitrusPeachLychee,Other,RM 174,https://shop.cloudcatcher.asia/cdn/shop/files/Las-Virginias-COE-_5-WEB-_Transparent.png?v=1782880639&width=1024,Geisha,1750m PRODUCDER Fabio Caballero Jr.,Washed,Unknown,Filter,Honduras,No,https://shop.cloudcatcher.asia/products/honduras-las-virginias-geisha-coe-5
542,The Roast Things,HONDURAS YELTSIN SAGASTUME,Product Details region / Santa Barbara farmer / Yeltsin Sagastume Enamorado farm / El Ocote processing / Washed altitude / 1500 masl varietal / Maracaturra source / Direct Farm package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM75.00 — ADD TO CART PRICE: RM75.00 Share,"Palm sugar, Clove, Red plum","Fruity, Spices, Sweet",RM 75,https://theroastthings.com/cdn/shop/files/TRT26_filter_HondurasYSagastume_0424.jpg?v=1777098117&width=1024,Maracaturra source / Direct Farm package weight / 200g,1500 masl,Washed,Unknown,Filter,Honduras,No,https://theroastthings.com/products/honduras-yeltsin-sagastume
543,Cloud Catcher Roastery,Iris Estate Terroir - Washed,"SALE PRICE RM105.00 Iris Estate is a stunning farm atop what seems to be an old dormant volcano. As you enter the steep climb up to the farm, you are greeted with a completely flat oval in the centre, all at 1800masl with 340 degree surrounding outskirt mountains that go as high as 2300masl. Roast Profile: Filter Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Jasmine, White Grape, Peach, Citrus, Vanilla ORIGIN TALES Producer Jamison Savage, Sasa Sestic, Elvin Siew Orig…","Jasmine, White Grape, Peach, Citrus, Vanilla","Fruity, Sweet, Floral",RM 210,https://shop.cloudcatcher.asia/cdn/shop/files/Terroir-WEB-_Transparent.png?v=1777278166&width=1024,Geisha,1850m - 2300m,Washed,Unknown,Filter,Panama,No,https://shop.cloudcatcher.asia/products/iris-estate-echo-terroir
